step,scenario_id,ppl,diversity,alive,culled,byzantine,converged,energy_cost,fpga_lut,fpga_bram,fpga_cost_norm,seed_rate,kill_rate,ntp_weight,jepa_weight,nca_weight,quantum_superposition,quantum_coherence,quantum_interference,quantum_collapse_prob
24,S3,22.332,0.777,50,0,0,1,250000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
25,S3,22.091,0.777,50,0,0,1,260000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
26,S3,21.863,0.777,50,0,0,1,270000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
27,S3,21.646,0.777,50,0,0,1,280000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
28,S3,21.440,0.777,50,0,0,1,290000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
29,S3,21.243,0.777,50,0,0,1,300000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
30,S3,21.055,0.777,50,0,0,1,310000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
31,S3,20.876,0.777,50,0,0,1,320000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
32,S3,20.704,0.777,50,0,0,1,330000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
33,S3,20.540,0.777,50,0,0,1,340000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
34,S3,20.382,0.777,50,0,0,1,350000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
35,S3,20.230,0.777,50,0,0,1,360000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
36,S3,20.084,0.777,50,0,0,1,370000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
37,S3,19.943,0.777,50,0,0,1,380000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
38,S3,19.807,0.777,50,0,0,1,390000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
39,S3,19.676,0.777,50,0,0,1,400000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
40,S3,19.550,0.777,50,0,0,1,410000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
41,S3,19.427,0.777,50,0,0,1,420000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
42,S3,19.309,0.777,50,0,0,1,430000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
43,S3,19.194,0.777,50,0,0,1,440000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
44,S3,19.083,0.777,50,0,0,1,450000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
45,S3,18.976,0.777,50,0,0,1,460000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
46,S3,18.871,0.777,50,0,0,1,470000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
47,S3,18.770,0.777,50,0,0,1,480000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
48,S3,18.671,0.777,50,0,0,1,490000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
49,S3,18.575,0.777,50,0,0,1,500000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
50,S3,18.482,0.777,50,0,0,1,510000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
51,S3,18.391,0.777,50,0,0,1,520000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
52,S3,18.303,0.777,50,0,0,1,530000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
53,S3,18.216,0.777,50,0,0,1,540000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
54,S3,18.132,0.777,50,0,0,1,550000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
55,S3,18.051,0.777,50,0,0,1,560000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
56,S3,17.971,0.777,50,0,0,1,570000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
57,S3,17.893,0.777,50,0,0,1,580000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
58,S3,17.816,0.777,50,0,0,1,590000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
59,S3,17.742,0.777,50,0,0,1,600000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
60,S3,17.669,0.777,50,0,0,1,610000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
61,S3,17.598,0.777,50,0,0,1,620000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
62,S3,17.528,0.777,50,0,0,1,630000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
63,S3,17.460,0.777,50,0,0,1,640000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
64,S3,17.394,0.777,50,0,0,1,650000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
65,S3,17.328,0.777,50,0,0,1,660000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
66,S3,17.265,0.777,50,0,0,1,670000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
67,S3,17.202,0.777,50,0,0,1,680000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
68,S3,17.141,0.777,50,0,0,1,690000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
69,S3,17.080,0.777,50,0,0,1,700000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
70,S3,17.021,0.777,50,0,0,1,710000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
71,S3,16.964,0.777,50,0,0,1,720000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
72,S3,16.907,0.777,50,0,0,1,730000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
73,S3,16.851,0.777,50,0,0,1,740000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
74,S3,16.796,0.777,50,0,0,1,750000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
75,S3,16.743,0.777,50,0,0,1,760000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
76,S3,16.690,0.777,50,0,0,1,770000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
77,S3,16.638,0.777,50,0,0,1,780000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
78,S3,16.587,0.777,50,0,0,1,790000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
79,S3,16.537,0.777,50,0,0,1,800000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
80,S3,16.488,0.777,50,0,0,1,810000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
81,S3,16.439,0.777,50,0,0,1,820000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
82,S3,16.392,0.777,50,0,0,1,830000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
83,S3,16.345,0.777,50,0,0,1,840000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
84,S3,16.299,0.777,50,0,0,1,850000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
85,S3,16.254,0.777,50,0,0,1,860000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
86,S3,16.209,0.777,50,0,0,1,870000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
87,S3,16.165,0.777,50,0,0,1,880000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
88,S3,16.122,0.777,50,0,0,1,890000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
89,S3,16.079,0.777,50,0,0,1,900000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
90,S3,16.037,0.777,50,0,0,1,910000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
91,S3,15.996,0.777,50,0,0,1,920000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
92,S3,15.955,0.777,50,0,0,1,930000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
93,S3,15.915,0.777,50,0,0,1,940000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
94,S3,15.876,0.777,50,0,0,1,950000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
95,S3,15.837,0.777,50,0,0,1,960000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
96,S3,15.798,0.777,50,0,0,1,970000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
97,S3,15.761,0.777,50,0,0,1,980000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
98,S3,15.723,0.777,50,0,0,1,990000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
99,S3,15.686,0.777,50,0,0,1,1000000.00,14000,50,0.420,0.050,400.0,0.60,0.15,0.15,0.000,0.000,0.000,0.000
0,S4,625.641,0.946,100,0,0,1,30000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
1,S4,60.569,0.953,100,0,0,1,60000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
2,S4,49.149,0.953,96,0,0,1,90000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
3,S4,43.457,0.952,96,0,0,1,120000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
4,S4,39.770,0.956,94,0,0,1,150000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
5,S4,37.509,0.959,93,0,0,1,180000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
6,S4,35.797,0.959,90,0,0,1,210000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
7,S4,34.151,0.959,90,0,0,1,240000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
8,S4,32.602,0.959,90,0,0,1,270000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
9,S4,31.874,0.959,88,0,0,1,300000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
10,S4,30.580,0.959,88,0,0,1,330000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
11,S4,29.664,0.950,88,0,0,1,360000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
12,S4,28.812,0.954,85,0,0,1,390000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
13,S4,28.285,0.950,84,0,0,1,420000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
14,S4,27.782,0.946,83,0,0,1,450000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
15,S4,26.879,0.933,82,0,0,1,480000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
16,S4,26.466,0.937,79,0,0,1,510000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
17,S4,25.878,0.937,78,0,0,1,540000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
18,S4,25.383,0.933,78,0,0,1,570000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
19,S4,25.292,0.928,77,0,0,1,600000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
20,S4,24.560,0.928,76,0,0,1,630000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
21,S4,24.249,0.932,76,0,0,1,660000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
22,S4,24.149,0.932,75,0,0,1,690000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
23,S4,23.860,0.937,75,0,0,1,720000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
24,S4,23.466,0.937,74,0,0,1,750000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
25,S4,23.251,0.941,74,0,0,1,780000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
26,S4,23.209,0.946,73,0,0,1,810000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
27,S4,22.955,0.942,72,0,0,1,840000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
28,S4,22.905,0.942,71,0,0,1,870000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
29,S4,22.355,0.937,71,0,0,1,900000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
30,S4,22.302,0.932,70,0,0,1,930000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
31,S4,22.128,0.937,69,0,0,1,960000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
32,S4,21.975,0.946,68,0,0,1,990000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
33,S4,21.956,0.951,66,0,0,1,1020000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
34,S4,22.004,0.951,65,0,0,1,1050000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
35,S4,21.711,0.946,65,0,0,1,1080000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
36,S4,21.417,0.946,64,0,0,1,1110000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
37,S4,20.852,0.941,64,0,0,1,1140000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
38,S4,20.918,0.946,63,0,0,1,1170000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
39,S4,20.840,0.946,62,0,0,1,1200000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
40,S4,20.988,0.946,62,0,0,1,1230000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
41,S4,20.806,0.946,62,0,0,1,1260000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
42,S4,20.419,0.946,60,0,0,1,1290000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
43,S4,20.474,0.952,58,0,0,1,1320000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
44,S4,20.607,0.952,57,0,0,1,1350000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
45,S4,19.922,0.952,57,0,0,1,1380000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
46,S4,20.177,0.952,57,0,0,1,1410000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
47,S4,19.976,0.957,57,0,0,1,1440000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
48,S4,19.909,0.957,56,0,0,1,1470000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
49,S4,20.055,0.957,56,0,0,1,1500000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
50,S4,19.990,0.957,56,0,0,1,1530000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
51,S4,19.869,0.957,56,0,0,1,1560000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
52,S4,19.772,0.957,56,0,0,1,1590000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
53,S4,19.584,0.957,56,0,0,1,1620000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
54,S4,19.651,0.957,56,0,0,1,1650000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
55,S4,19.412,0.957,56,0,0,1,1680000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
56,S4,19.293,0.957,56,0,0,1,1710000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
57,S4,19.186,0.951,56,0,0,1,1740000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
58,S4,19.213,0.951,55,0,0,1,1770000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
59,S4,19.022,0.956,55,0,0,1,1800000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
60,S4,18.902,0.956,54,0,0,1,1830000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
61,S4,18.898,0.956,54,0,0,1,1860000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
62,S4,18.568,0.956,54,0,0,1,1890000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
63,S4,18.447,0.958,54,0,0,1,1920000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
64,S4,18.754,0.958,52,0,0,1,1950000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
65,S4,18.543,0.958,52,0,0,1,1980000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
66,S4,18.472,0.968,52,0,0,1,2010000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
67,S4,18.610,0.973,50,0,0,1,2040000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
68,S4,18.817,0.973,49,0,0,1,2070000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
69,S4,16.545,0.705,100,0,0,1,2100000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
70,S4,16.521,0.703,99,0,0,1,2130000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
71,S4,16.427,0.690,96,0,0,1,2160000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
72,S4,16.320,0.699,95,0,0,1,2190000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
73,S4,16.240,0.692,93,0,0,1,2220000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
74,S4,16.293,0.692,91,0,0,1,2250000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
75,S4,16.214,0.692,91,0,0,1,2280000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
76,S4,16.072,0.701,91,0,0,1,2310000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
77,S4,16.093,0.688,89,0,0,1,2340000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
78,S4,16.109,0.688,88,0,0,1,2370000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
79,S4,16.081,0.692,88,0,0,1,2400000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
80,S4,15.928,0.692,87,0,0,1,2430000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
81,S4,15.754,0.697,87,0,0,1,2460000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
82,S4,15.764,0.697,86,0,0,1,2490000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
83,S4,15.913,0.697,86,0,0,1,2520000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
84,S4,15.794,0.697,86,0,0,1,2550000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
85,S4,15.787,0.697,86,0,0,1,2580000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
86,S4,15.572,0.697,86,0,0,1,2610000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
87,S4,15.346,0.702,86,0,0,1,2640000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
88,S4,15.638,0.702,85,0,0,1,2670000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
89,S4,15.572,0.702,85,0,0,1,2700000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
90,S4,15.659,0.702,85,0,0,1,2730000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
91,S4,15.455,0.702,85,0,0,1,2760000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
92,S4,15.390,0.689,85,0,0,1,2790000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
93,S4,15.434,0.689,84,0,0,1,2820000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
94,S4,15.333,0.674,84,0,0,1,2850000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
95,S4,15.190,0.679,83,0,0,1,2880000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
96,S4,15.196,0.665,82,0,0,1,2910000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
97,S4,15.046,0.665,81,0,0,1,2940000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
98,S4,15.108,0.670,81,0,0,1,2970000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
99,S4,14.991,0.670,80,0,0,1,3000000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
0,S5,619.961,0.936,100,0,0,1,30000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
1,S5,60.527,0.932,97,0,0,1,60000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
2,S5,48.529,0.932,96,0,0,1,90000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
3,S5,43.290,0.932,96,0,0,1,120000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
4,S5,39.567,0.936,96,0,0,1,150000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
5,S5,36.952,0.932,95,0,0,1,180000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
6,S5,34.588,0.928,94,0,0,1,210000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
7,S5,33.324,0.932,93,0,0,1,240000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
8,S5,32.155,0.931,92,0,0,1,270000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
9,S5,31.074,0.931,90,0,0,1,300000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
10,S5,30.084,0.931,90,0,0,1,330000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
11,S5,29.291,0.927,90,0,0,1,360000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
12,S5,28.187,0.918,89,0,0,1,390000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
13,S5,27.510,0.922,87,0,0,1,420000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
14,S5,27.138,0.922,86,0,0,1,450000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
15,S5,26.507,0.926,86,0,0,1,480000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
16,S5,25.714,0.930,85,0,0,1,510000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
17,S5,25.834,0.930,84,0,0,1,540000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
