step,scenario_id,ppl,diversity,alive,culled,byzantine,converged,energy_cost,fpga_lut,fpga_bram,fpga_cost_norm,seed_rate,kill_rate,ntp_weight,jepa_weight,nca_weight,quantum_superposition,quantum_coherence,quantum_interference,quantum_collapse_prob
16,S11,27.502,0.960,120,0,0,1,408000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
17,S11,27.048,0.960,120,0,0,1,432000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
18,S11,26.629,0.960,120,0,0,1,456000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
19,S11,26.240,0.960,120,0,0,1,480000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
20,S11,25.878,0.960,120,0,0,1,504000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
21,S11,25.540,0.960,120,0,0,1,528000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
22,S11,25.222,0.960,120,0,0,1,552000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
23,S11,24.924,0.960,120,0,0,1,576000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
24,S11,24.643,0.960,120,0,0,1,600000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
25,S11,24.376,0.960,120,0,0,1,624000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
26,S11,24.124,0.960,120,0,0,1,648000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
27,S11,23.885,0.960,120,0,0,1,672000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
28,S11,23.657,0.960,120,0,0,1,696000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
29,S11,23.441,0.960,120,0,0,1,720000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
30,S11,23.234,0.960,120,0,0,1,744000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
31,S11,23.036,0.960,120,0,0,1,768000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
32,S11,22.846,0.960,120,0,0,1,792000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
33,S11,22.664,0.960,120,0,0,1,816000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
34,S11,22.490,0.960,120,0,0,1,840000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
35,S11,22.323,0.960,120,0,0,1,864000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
36,S11,22.161,0.960,120,0,0,1,888000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
37,S11,22.006,0.960,120,0,0,1,912000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
38,S11,21.856,0.960,120,0,0,1,936000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
39,S11,21.712,0.960,120,0,0,1,960000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
40,S11,21.572,0.960,120,0,0,1,984000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
41,S11,21.437,0.960,120,0,0,1,1008000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
42,S11,21.306,0.960,120,0,0,1,1032000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
43,S11,21.180,0.960,120,0,0,1,1056000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
44,S11,21.057,0.960,120,0,0,1,1080000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
45,S11,20.939,0.960,120,0,0,1,1104000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
46,S11,20.823,0.960,120,0,0,1,1128000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
47,S11,20.711,0.960,120,0,0,1,1152000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
48,S11,20.602,0.960,120,0,0,1,1176000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
49,S11,20.497,0.960,120,0,0,1,1200000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
50,S11,20.394,0.960,120,0,0,1,1224000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
51,S11,20.294,0.960,120,0,0,1,1248000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
52,S11,20.196,0.960,120,0,0,1,1272000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
53,S11,20.101,0.960,120,0,0,1,1296000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
54,S11,20.008,0.960,120,0,0,1,1320000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
55,S11,19.918,0.960,120,0,0,1,1344000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
56,S11,19.830,0.960,120,0,0,1,1368000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
57,S11,19.744,0.960,120,0,0,1,1392000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
58,S11,19.659,0.960,120,0,0,1,1416000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
59,S11,19.577,0.960,120,0,0,1,1440000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
60,S11,19.497,0.960,120,0,0,1,1464000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
61,S11,19.419,0.960,120,0,0,1,1488000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
62,S11,19.342,0.960,120,0,0,1,1512000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
63,S11,19.267,0.960,120,0,0,1,1536000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
64,S11,19.193,0.960,120,0,0,1,1560000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
65,S11,19.121,0.960,120,0,0,1,1584000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
66,S11,19.051,0.960,120,0,0,1,1608000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
67,S11,18.981,0.960,120,0,0,1,1632000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
68,S11,18.914,0.960,120,0,0,1,1656000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
69,S11,18.847,0.960,120,0,0,1,1680000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
70,S11,18.782,0.960,120,0,0,1,1704000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
71,S11,18.718,0.960,120,0,0,1,1728000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
72,S11,18.656,0.960,120,0,0,1,1752000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
73,S11,18.594,0.960,120,0,0,1,1776000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
74,S11,18.534,0.960,120,0,0,1,1800000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
75,S11,18.475,0.960,120,0,0,1,1824000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
76,S11,18.416,0.960,120,0,0,1,1848000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
77,S11,18.359,0.960,120,0,0,1,1872000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
78,S11,18.303,0.960,120,0,0,1,1896000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
79,S11,18.248,0.960,120,0,0,1,1920000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
80,S11,18.193,0.960,120,0,0,1,1944000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
81,S11,18.140,0.960,120,0,0,1,1968000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
82,S11,18.088,0.960,120,0,0,1,1992000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
83,S11,18.036,0.960,120,0,0,1,2016000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
84,S11,17.985,0.960,120,0,0,1,2040000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
85,S11,17.935,0.960,120,0,0,1,2064000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
86,S11,17.886,0.960,120,0,0,1,2088000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
87,S11,17.837,0.960,120,0,0,1,2112000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
88,S11,17.790,0.960,120,0,0,1,2136000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
89,S11,17.743,0.960,120,0,0,1,2160000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
90,S11,17.697,0.960,120,0,0,1,2184000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
91,S11,17.651,0.960,120,0,0,1,2208000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
92,S11,17.606,0.960,120,0,0,1,2232000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
93,S11,17.562,0.960,120,0,0,1,2256000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
94,S11,17.518,0.960,120,0,0,1,2280000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
95,S11,17.475,0.960,120,0,0,1,2304000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
96,S11,17.433,0.960,120,0,0,1,2328000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
97,S11,17.391,0.960,120,0,0,1,2352000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
98,S11,17.350,0.960,120,0,0,1,2376000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
99,S11,17.309,0.960,120,0,0,1,2400000.00,25000,80,0.400,0.030,400.0,0.40,0.40,0.20,0.000,0.000,0.000,0.000
0,S12,650.934,0.909,120,0,0,1,36000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
1,S12,63.420,0.909,120,0,0,1,72000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
2,S12,51.036,0.909,120,0,0,1,108000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
3,S12,45.069,0.909,120,0,0,1,144000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
4,S12,41.321,0.909,120,0,0,1,180000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
5,S12,38.662,0.909,120,0,0,1,216000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
6,S12,36.639,0.909,120,0,0,1,252000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
7,S12,35.026,0.909,120,0,0,1,288000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
8,S12,33.698,0.909,120,0,0,1,324000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
9,S12,32.576,0.909,120,0,0,1,360000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
10,S12,31.612,0.909,120,0,0,1,396000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
11,S12,30.769,0.909,120,0,0,1,432000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
12,S12,30.025,0.909,120,0,0,1,468000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
13,S12,29.359,0.909,120,0,0,1,504000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
14,S12,28.759,0.909,120,0,0,1,540000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
15,S12,28.215,0.909,120,0,0,1,576000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
16,S12,27.717,0.909,120,0,0,1,612000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
17,S12,27.260,0.909,120,0,0,1,648000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
18,S12,26.837,0.909,120,0,0,1,684000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
19,S12,26.445,0.909,120,0,0,1,720000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
20,S12,26.081,0.909,120,0,0,1,756000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
21,S12,25.739,0.909,120,0,0,1,792000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
22,S12,25.420,0.909,120,0,0,1,828000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
23,S12,25.119,0.909,120,0,0,1,864000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
24,S12,24.835,0.909,120,0,0,1,900000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
25,S12,24.567,0.909,120,0,0,1,936000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
26,S12,24.313,0.909,120,0,0,1,972000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
27,S12,24.072,0.909,120,0,0,1,1008000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
28,S12,23.842,0.909,120,0,0,1,1044000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
29,S12,23.624,0.909,120,0,0,1,1080000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
30,S12,23.415,0.909,120,0,0,1,1116000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
31,S12,23.216,0.909,120,0,0,1,1152000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
32,S12,23.025,0.909,120,0,0,1,1188000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
33,S12,22.842,0.909,120,0,0,1,1224000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
34,S12,22.666,0.909,120,0,0,1,1260000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
35,S12,22.497,0.909,120,0,0,1,1296000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
36,S12,22.334,0.909,120,0,0,1,1332000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
37,S12,22.178,0.909,120,0,0,1,1368000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
38,S12,22.027,0.909,120,0,0,1,1404000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
39,S12,21.881,0.909,120,0,0,1,1440000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
40,S12,21.741,0.909,120,0,0,1,1476000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
41,S12,21.605,0.909,120,0,0,1,1512000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
42,S12,21.473,0.909,120,0,0,1,1548000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
43,S12,21.346,0.909,120,0,0,1,1584000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
44,S12,21.222,0.909,120,0,0,1,1620000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
45,S12,21.102,0.909,120,0,0,1,1656000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
46,S12,20.986,0.909,120,0,0,1,1692000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
47,S12,20.873,0.909,120,0,0,1,1728000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
48,S12,20.763,0.909,120,0,0,1,1764000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
49,S12,20.657,0.909,120,0,0,1,1800000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
50,S12,20.553,0.909,120,0,0,1,1836000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
51,S12,20.452,0.909,120,0,0,1,1872000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
52,S12,20.354,0.909,120,0,0,1,1908000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
53,S12,20.258,0.909,120,0,0,1,1944000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
54,S12,20.165,0.909,120,0,0,1,1980000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
55,S12,20.073,0.909,120,0,0,1,2016000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
56,S12,19.985,0.909,120,0,0,1,2052000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
57,S12,19.898,0.909,120,0,0,1,2088000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
58,S12,19.813,0.909,120,0,0,1,2124000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
59,S12,19.730,0.909,120,0,0,1,2160000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
60,S12,19.649,0.909,120,0,0,1,2196000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
61,S12,19.570,0.909,120,0,0,1,2232000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
62,S12,19.493,0.909,120,0,0,1,2268000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
63,S12,19.417,0.909,120,0,0,1,2304000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
64,S12,19.343,0.909,120,0,0,1,2340000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
65,S12,19.270,0.909,120,0,0,1,2376000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
66,S12,19.199,0.909,120,0,0,1,2412000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
67,S12,19.130,0.909,120,0,0,1,2448000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
68,S12,19.061,0.909,120,0,0,1,2484000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
69,S12,18.995,0.909,120,0,0,1,2520000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
70,S12,18.929,0.909,120,0,0,1,2556000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
71,S12,18.865,0.909,120,0,0,1,2592000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
72,S12,18.801,0.909,120,0,0,1,2628000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
73,S12,18.740,0.909,120,0,0,1,2664000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
74,S12,18.679,0.909,120,0,0,1,2700000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
75,S12,18.619,0.909,120,0,0,1,2736000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
76,S12,18.560,0.909,120,0,0,1,2772000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
77,S12,18.503,0.909,120,0,0,1,2808000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
78,S12,18.446,0.909,120,0,0,1,2844000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
79,S12,18.390,0.909,120,0,0,1,2880000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
80,S12,18.336,0.909,120,0,0,1,2916000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
81,S12,18.282,0.909,120,0,0,1,2952000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
82,S12,18.229,0.909,120,0,0,1,2988000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
83,S12,18.177,0.909,120,0,0,1,3024000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
84,S12,18.126,0.909,120,0,0,1,3060000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
85,S12,18.075,0.909,120,0,0,1,3096000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
86,S12,18.026,0.909,120,0,0,1,3132000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
87,S12,17.977,0.909,120,0,0,1,3168000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
88,S12,17.929,0.909,120,0,0,1,3204000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
89,S12,17.881,0.909,120,0,0,1,3240000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
90,S12,17.835,0.909,120,0,0,1,3276000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
91,S12,17.789,0.909,120,0,0,1,3312000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
92,S12,17.744,0.909,120,0,0,1,3348000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
93,S12,17.699,0.909,120,0,0,1,3384000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
94,S12,17.655,0.909,120,0,0,1,3420000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
95,S12,17.612,0.909,120,0,0,1,3456000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
96,S12,17.569,0.909,120,0,0,1,3492000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
97,S12,17.527,0.909,120,0,0,1,3528000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
98,S12,17.485,0.909,120,0,0,1,3564000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
99,S12,17.444,0.909,120,0,0,1,3600000.00,35000,120,0.500,0.020,400.0,0.35,0.50,0.15,0.000,0.000,0.000,0.000
0,S13,625.704,0.937,80,0,0,1,24000.00,15000,90,0.250,0.020,400.0,0.50,0.30,0.20,0.000,0.000,0.000,0.000
1,S13,60.962,0.937,80,0,0,1,48000.00,15000,90,0.250,0.020,400.0,0.50,0.30,0.20,0.000,0.000,0.000,0.000
2,S13,49.058,0.937,80,0,0,1,72000.00,15000,90,0.250,0.020,400.0,0.50,0.30,0.20,0.000,0.000,0.000,0.000
3,S13,43.322,0.937,80,0,0,1,96000.00,15000,90,0.250,0.020,400.0,0.50,0.30,0.20,0.000,0.000,0.000,0.000
4,S13,39.719,0.937,80,0,0,1,120000.00,15000,90,0.250,0.020,400.0,0.50,0.30,0.20,0.000,0.000,0.000,0.000
5,S13,37.164,0.937,80,0,0,1,144000.00,15000,90,0.250,0.020,400.0,0.50,0.30,0.20,0.000,0.000,0.000,0.000
6,S13,35.219,0.937,80,0,0,1,168000.00,15000,90,0.250,0.020,400.0,0.50,0.30,0.20,0.000,0.000,0.000,0.000
7,S13,33.669,0.937,80,0,0,1,192000.00,15000,90,0.250,0.020,400.0,0.50,0.30,0.20,0.000,0.000,0.000,0.000
8,S13,32.392,0.937,80,0,0,1,216000.00,15000,90,0.250,0.020,400.0,0.50,0.30,0.20,0.000,0.000,0.000,0.000
